#SLHA_file 	 M_N1 	 M_N2 	 M_C1 	 M_N3 	 M_N4 	 M_C2 	 r_obs(comb) 	 r_exp(comb) 	 Combination 	 max_r_obs 	 Analysis 	 max_r_exp 	 Analysis 	 Time taken
 ew_gyhqt50q.slha 	 156.201469 	 860.164086 	 860.512101 	 876.661958 	 1084.75547 	 1084.95426 	 8.440E-01 	 9.303E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.96436 	 ATLAS-SUSY-2018-41 	 0.66732 	 ATLAS-SUSY-2018-41 	 00:42:15
 ew_6sani7td.slha 	 214.483904 	 218.878343 	 217.1669 	 912.066901 	 2863.98673 	 2864.152 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:05
 ew_h2vph1no.slha 	 269.644943 	 278.746676 	 272.900006 	 858.700195 	 2429.12128 	 858.921217 	 6.147E-01 	 6.201E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.67642 	 ATLAS-SUSY-2018-41 	 0.46826 	 ATLAS-SUSY-2018-41 	 00:46:38
 ew_shdm1e4k.slha 	 153.848459 	 222.766787 	 219.214711 	 237.073502 	 2097.13917 	 2097.30485 	 5.198E-01 	 4.748E-01 	 ['ATLAS-SUSY-2019-09'] 	 0.51980 	 ATLAS-SUSY-2019-09 	 0.47480 	 ATLAS-SUSY-2019-09 	 00:00:31
 ew_0jc5wcvy.slha 	 450.38314 	 457.977988 	 453.258106 	 1153.77232 	 1854.18283 	 1153.97631 	 2.308E-02 	 4.046E-02 	 ['CMS-SUS-21-002'] 	 0.02308 	 CMS-SUS-21-002 	 0.04046 	 CMS-SUS-21-002 	 00:01:26
 ew_ukhc_twe.slha 	 170.451251 	 180.476501 	 174.476054 	 752.590245 	 1664.17581 	 752.839171 	 1.478E+00 	 1.413E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.58290 	 ATLAS-SUSY-2018-41 	 1.09030 	 ATLAS-SUSY-2018-41 	 00:42:55
 ew_zxx6_oz9.slha 	 485.781686 	 492.087707 	 488.334961 	 1389.45532 	 1939.78835 	 1389.64677 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:05
 ew_mw1ss69r.slha 	 233.530048 	 241.584207 	 237.407395 	 911.003131 	 1131.56172 	 1131.69262 	 1.827E-01 	 2.211E-01 	 ['ATLAS-SUSY-2018-41', 'CMS-SUS-21-002'] 	 0.20988 	 ATLAS-SUSY-2018-41 	 0.14794 	 ATLAS-SUSY-2018-41 	 00:02:36
 ew_de6ewwsc.slha 	 221.776619 	 286.503942 	 286.610544 	 742.845527 	 748.0647 	 749.437658 	 4.990E-01 	 4.691E-01 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 0.48209 	 ATLAS-SUSY-2019-09 	 0.45676 	 ATLAS-SUSY-2019-09 	 00:34:09
 ew_8mcvxe98.slha 	 418.793862 	 425.200163 	 421.686309 	 1388.90474 	 1480.42296 	 1389.16523 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_kqe3cpyp.slha 	 198.917931 	 563.507809 	 563.671639 	 1668.30083 	 1670.25586 	 1671.19669 	 2.239E+00 	 2.745E+00 	 ['ATLAS-SUSY-2018-05-ewk', 'ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'ATLAS-SUSY-2019-09', 'CMS-SUS-21-002'] 	 1.90485 	 ATLAS-SUSY-2018-41 	 1.90175 	 CMS-SUS-21-002 	 00:50:48
 ew_frhbu5mj.slha 	 459.997684 	 465.19005 	 463.014653 	 1108.16357 	 2297.1741 	 2297.33835 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:04
 ew_axphbzlr.slha 	 444.222014 	 458.168623 	 448.287792 	 791.470991 	 1145.16399 	 791.857209 	 1.642E-01 	 1.811E-01 	 ['ATLAS-SUSY-2018-41', 'ATLAS-SUSY-2019-08', 'CMS-SUS-21-002'] 	 0.18795 	 ATLAS-SUSY-2018-41 	 0.12748 	 ATLAS-SUSY-2018-41 	 01:04:30
 ew_pvkl428q.slha 	 119.819586 	 124.631273 	 122.405973 	 1260.39067 	 1855.1621 	 1855.32477 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:04
 ew_na1hgmen.slha 	 294.254786 	 313.435242 	 310.768868 	 381.183726 	 2282.73445 	 2282.89986 	 7.662E-02 	 7.105E-02 	 ['ATLAS-SUSY-2019-09'] 	 0.07662 	 ATLAS-SUSY-2019-09 	 0.07105 	 ATLAS-SUSY-2019-09 	 00:00:19
 ew_hqru_rsa.slha 	 343.638696 	 347.781198 	 346.004769 	 1381.24742 	 2372.27491 	 2372.43934 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:02
 ew_m210to67.slha 	 297.117865 	 301.00733 	 299.120434 	 2086.26616 	 2261.24742 	 2086.4509 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 N/A 	 00:00:03
 ew_3i8kic77.slha 	 18.4913306 	 1134.34011 	 1134.48284 	 1136.93157 	 2753.23531 	 2753.40045 	 3.177E-01 	 4.069E-01 	 ['ATLAS-SUSY-2018-41', 'CMS-SUS-21-002'] 	 0.33568 	 ATLAS-SUSY-2018-41 	 0.30553 	 CMS-SUS-21-002 	 00:03:21
