X: nr=859; t='T1tttt'; mgl=2073.9; mstop=1000000.0; mlsp=501.9; id0='t2b3+MT21300+MET500+'; r0=0.10; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t3+b1MT2300+MET350+'; r7=0.01; n7=78; id8='t1b2MT2200_650MET750+'; r8=0.01; n8=19; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=860; t='T1tttt'; mgl=1801.6; mstop=1000000.0; mlsp=937.9; id0='t2b3+MT2300_1300MET500+'; r0=0.17; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.17; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.14; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.07; n4=40; id5='t1b3+MT21500+MET550+'; r5=0.06; n5=43; id6='t2b3+MT21300+MET350_500'; r6=0.06; n6=75; id7='t3+b2MT2300+MET400+'; r7=0.06; n7=81; id8='t2b3+MT2900_1300MET350_500'; r8=0.05; n8=73; id9='t1b2MT2650+MET750+'; r9=0.04; n9=31.
X: nr=861; t='T1tttt'; mgl=1868.1; mstop=1000000.0; mlsp=239.3; id0='t2b3+MT21300+MET500+'; r0=0.24; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.17; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.16; n2=43; id3='t2b2MT2400+MET600+'; r3=0.09; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.07; n4=81; id5='t1b2MT2650+MET750+'; r5=0.06; n5=31; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.04; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.04; n8=75; id9='t1b3+MT21500+MET350_550'; r9=0.03; n9=42.
X: nr=862; t='T1tttt'; mgl=2036.4; mstop=1000000.0; mlsp=303.0; id0='t2b3+MT21300+MET500+'; r0=0.11; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.08; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.07; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=863; t='T1tttt'; mgl=1981.5; mstop=1000000.0; mlsp=1297.1; id0='t2b3+MT2300_1300MET500+'; r0=0.07; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.04; n1=83; id2='t2b3+MT2900_1300MET350_500'; r2=0.03; n2=73; id3='t2b3+MT21300+MET500+'; r3=0.03; n3=76; id4='t2b2MT2400+MET600+'; r4=0.02; n4=65; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t1b3+MT21000_1500MET550+'; r6=0.02; n6=40; id7='t3+b3+MT2300+MET250_350'; r7=0.01; n7=82; id8='t2b3+MT2900_1300MET250_350'; r8=0.01; n8=72; id9='t1b3+MT21000_1500MET450_550'; r9=0.01; n9=39.
X: nr=864; t='T1tttt'; mgl=2048.9; mstop=1000000.0; mlsp=852.0; id0='t2b3+MT21300+MET500+'; r0=0.09; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.06; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.06; n2=43; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t2b3+MT2300_1300MET500+'; r7=0.02; n7=71; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t1b2MT2200_650MET750+'; r9=0.01; n9=19.
X: nr=865; t='T1tttt'; mgl=1835.2; mstop=1000000.0; mlsp=195.3; id0='t2b3+MT21300+MET500+'; r0=0.28; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.20; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.18; n2=43; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.07; n4=81; id5='t1b2MT2650+MET750+'; r5=0.07; n5=31; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.04; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.04; n9=42.
X: nr=866; t='T1tttt'; mgl=1919.0; mstop=1000000.0; mlsp=692.2; id0='t2b3+MT21300+MET500+'; r0=0.19; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.11; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.07; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.05; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t2b3+MT2300_1300MET500+'; r7=0.03; n7=71; id8='t2b3+MT21300+MET350_500'; r8=0.03; n8=75; id9='t1b3+MT21000_1500MET550+'; r9=0.02; n9=40.
X: nr=867; t='T2tt'; mgl=1000000.0; mstop=1118.6; mlsp=387.9; id0='t2b1MT2450+MET600+'; r0=0.17; n0=54; id1='t1b2MT2650+MET750+'; r1=0.14; n1=31; id2='t2b2MT2400+MET600+'; r2=0.12; n2=65; id3='t1b1MT2750+MET750+'; r3=0.08; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.06; n4=30; id5='t1b1MT2550_750MET750+'; r5=0.05; n5=10; id6='t1b2MT2450_650MET500_600'; r6=0.05; n6=27; id7='t2b2MT2500+MET450_600'; r7=0.05; n7=67; id8='t1b1MT2550_750MET600_750'; r8=0.05; n8=9; id9='t1b2MT2450_650MET600_750'; r9=0.05; n9=28.
X: nr=868; t='T1tttt'; mgl=1835.3; mstop=1000000.0; mlsp=673.0; id0='t2b3+MT21300+MET500+'; r0=0.26; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.16; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.14; n2=43; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t2b3+MT2300_1300MET500+'; r4=0.07; n4=71; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t1b2MT2650+MET750+'; r6=0.06; n6=31; id7='t2b1MT2450+MET600+'; r7=0.05; n7=54; id8='t2b3+MT21300+MET350_500'; r8=0.05; n8=75; id9='t1b3+MT21000_1500MET550+'; r9=0.05; n9=40.
X: nr=869; t='T1tttt'; mgl=1822.2; mstop=1000000.0; mlsp=257.3; id0='t2b3+MT21300+MET500+'; r0=0.31; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.20; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.19; n2=43; id3='t2b2MT2400+MET600+'; r3=0.11; n3=65; id4='t1b2MT2650+MET750+'; r4=0.08; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.07; n5=81; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.06; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.04; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.04; n9=42.
X: nr=870; t='T1tttt'; mgl=1869.6; mstop=1000000.0; mlsp=1037.9; id0='t2b3+MT2300_1300MET500+'; r0=0.13; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.11; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.10; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.05; n4=40; id5='t2b3+MT2900_1300MET350_500'; r5=0.04; n5=73; id6='t1b3+MT21500+MET550+'; r6=0.04; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.03; n8=81; id9='t2b1MT2450+MET600+'; r9=0.03; n9=54.
X: nr=871; t='T1tttt'; mgl=1868.6; mstop=1000000.0; mlsp=64.7; id0='t2b3+MT21300+MET500+'; r0=0.24; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.16; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.15; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.07; n4=81; id5='t1b2MT2650+MET750+'; r5=0.06; n5=31; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.04; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.03; n9=42.
X: nr=872; t='T2tt'; mgl=1000000.0; mstop=823.2; mlsp=466.3; id0='t2b2MT2400_500MET250_450'; r0=0.19; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.17; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.13; n2=3; id3='t1b2MT2450_650MET400_500'; r3=0.13; n3=26; id4='t2b2MT2500+MET450_600'; r4=0.12; n4=67; id5='t1b2MT2450_650MET500_600'; r5=0.11; n5=27; id6='t2b1MT2450+MET450_600'; r6=0.11; n6=53; id7='t2b2MT2300_400MET250_350'; r7=0.10; n7=60; id8='t1b2MT2350_450MET500_600'; r8=0.10; n8=22; id9='t2b1MT2300_450MET350_450'; r9=0.10; n9=50.
X: nr=873; t='T1tttt'; mgl=2044.6; mstop=1000000.0; mlsp=196.8; id0='t2b3+MT21300+MET500+'; r0=0.10; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.08; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.03; n4=81; id5='t1b2MT2650+MET750+'; r5=0.03; n5=31; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=874; t='T1tttt'; mgl=1891.3; mstop=1000000.0; mlsp=488.9; id0='t2b3+MT21300+MET500+'; r0=0.22; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.15; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.14; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t1b2MT2650+MET750+'; r4=0.06; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b3+MT21500+MET350_550'; r8=0.03; n8=42; id9='t1b2MT2200_650MET750+'; r9=0.03; n9=19.
X: nr=875; t='T2tt'; mgl=1000000.0; mstop=1112.3; mlsp=574.8; id0='t2b1MT2450+MET600+'; r0=0.10; n0=54; id1='t2b2MT2400+MET600+'; r1=0.08; n1=65; id2='t1b2MT2450_650MET500_600'; r2=0.06; n2=27; id3='t2b2MT2500+MET450_600'; r3=0.06; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.05; n4=28; id5='t1b1MT2550_750MET600_750'; r5=0.04; n5=9; id6='t1b2MT2650+MET600_750'; r6=0.04; n6=30; id7='t2b1MT2450+MET450_600'; r7=0.04; n7=53; id8='t1b2MT2650+MET750+'; r8=0.04; n8=31; id9='t1b1MT2550_750MET750+'; r9=0.03; n9=10.
X: nr=876; t='T2tt'; mgl=1000000.0; mstop=451.0; mlsp=206.0; id0='t2b2MT2200_300MET250_350'; r0=0.87; n0=55; id1='t1b2MT2200_350MET250_400'; r1=0.83; n1=15; id2='t2b2MT2300_400MET250_350'; r2=0.78; n2=60; id3='t2b1MT2300_450MET250_350'; r3=0.58; n3=49; id4='t1b2MT2200_350MET400_500'; r4=0.50; n4=16; id5='t1b3+MT2300_1000MET250_350'; r5=0.49; n5=32; id6='t2b1MT2200_300MET250_350'; r6=0.48; n6=44; id7='t2b2MT2300_400MET350_450'; r7=0.44; n7=61; id8='t1b1MT2300_400MET250_400'; r8=0.41; n8=46; id9='t2b2MT2200_300MET350_450'; r9=0.41; n9=56.
X: nr=877; t='T1tttt'; mgl=1910.5; mstop=1000000.0; mlsp=1208.7; id0='t2b3+MT2300_1300MET500+'; r0=0.10; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.06; n1=83; id2='t2b3+MT2900_1300MET350_500'; r2=0.04; n2=73; id3='t2b3+MT21300+MET500+'; r3=0.04; n3=76; id4='t1b3+MT21000_1500MET550+'; r4=0.02; n4=40; id5='t2b3+MT21300+MET350_500'; r5=0.02; n5=75; id6='t2b2MT2400+MET600+'; r6=0.02; n6=65; id7='t1b3+MT21000_1500MET450_550'; r7=0.02; n7=39; id8='t3+b2MT2300+MET400+'; r8=0.02; n8=81; id9='t1b3+MT21500+MET550+'; r9=0.02; n9=43.
X: nr=878; t='T2tt'; mgl=1000000.0; mstop=1033.5; mlsp=406.6; id0='t2b1MT2450+MET600+'; r0=0.21; n0=54; id1='t2b2MT2400+MET600+'; r1=0.16; n1=65; id2='t1b2MT2650+MET750+'; r2=0.12; n2=31; id3='t1b2MT2650+MET600_750'; r3=0.11; n3=30; id4='t2b2MT2500+MET450_600'; r4=0.10; n4=67; id5='t1b2MT2450_650MET500_600'; r5=0.10; n5=27; id6='t1b2MT2450_650MET600_750'; r6=0.09; n6=28; id7='t1b1MT2550_750MET600_750'; r7=0.09; n7=9; id8='t1b1MT2550_750MET750+'; r8=0.08; n8=10; id9='t2b1MT2450+MET450_600'; r9=0.06; n9=53.
X: nr=879; t='T2tt'; mgl=1000000.0; mstop=585.3; mlsp=312.6; id0='t2b2MT2300_400MET250_350'; r0=0.53; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.46; n1=15; id2='t2b2MT2300_400MET350_450'; r2=0.39; n2=61; id3='t2b1MT2300_450MET250_350'; r3=0.37; n3=49; id4='t2b1MT2300_450MET350_450'; r4=0.33; n4=50; id5='t1b2MT2200_350MET400_500'; r5=0.29; n5=16; id6='t1b1MT2300_400MET250_400'; r6=0.26; n6=46; id7='t2b1MT2300_450MET450_600'; r7=0.26; n7=51; id8='t1b3+MT2300_1000MET250_350'; r8=0.26; n8=32; id9='t2b2MT2200_300MET250_350'; r9=0.26; n9=55.
X: nr=880; t='T1tttt'; mgl=1957.6; mstop=1000000.0; mlsp=826.1; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.09; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.07; n2=43; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t2b3+MT2300_1300MET500+'; r5=0.04; n5=71; id6='t3+b2MT2300+MET400+'; r6=0.03; n6=81; id7='t2b1MT2450+MET600+'; r7=0.03; n7=54; id8='t1b3+MT21000_1500MET550+'; r8=0.03; n8=40; id9='t2b3+MT21300+MET350_500'; r9=0.03; n9=75.
X: nr=881; t='T1tttt'; mgl=1805.6; mstop=1000000.0; mlsp=878.3; id0='t2b3+MT21300+MET500+'; r0=0.19; n0=76; id1='t2b3+MT2300_1300MET500+'; r1=0.16; n1=71; id2='t3+b3+MT2300+MET350+'; r2=0.15; n2=83; id3='t2b2MT2400+MET600+'; r3=0.09; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.09; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.06; n5=40; id6='t2b3+MT21300+MET350_500'; r6=0.06; n6=75; id7='t3+b2MT2300+MET400+'; r7=0.06; n7=81; id8='t2b1MT2450+MET600+'; r8=0.04; n8=54; id9='t1b2MT2650+MET750+'; r9=0.04; n9=31.
X: nr=882; t='T2tt'; mgl=1000000.0; mstop=472.0; mlsp=212.2; id0='t1b2MT2200_350MET250_400'; r0=0.97; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.93; n1=60; id2='t2b1MT2300_450MET250_350'; r2=0.79; n2=49; id3='t2b2MT2200_300MET250_350'; r3=0.75; n3=55; id4='t2b2MT2300_400MET350_450'; r4=0.56; n4=61; id5='t1b2MT2200_350MET400_500'; r5=0.55; n5=16; id6='t1b3+MT2300_1000MET250_350'; r6=0.54; n6=32; id7='t1b1MT2300_400MET250_400'; r7=0.49; n7=46; id8='t2b1MT2300_450MET350_450'; r8=0.46; n8=50; id9='t2b1MT2200_300MET250_350'; r9=0.40; n9=44.
X: nr=883; t='T1tttt'; mgl=2145.4; mstop=1000000.0; mlsp=17.2; id0='t2b3+MT21300+MET500+'; r0=0.04; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.03; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.02; n2=83; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b2MT2650+MET750+'; r4=0.01; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.01; n5=81; id6='t2b1MT2450+MET600+'; r6=0.01; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.00; n9=75.
X: nr=884; t='T1tttt'; mgl=1816.4; mstop=1000000.0; mlsp=647.4; id0='t2b3+MT21300+MET500+'; r0=0.27; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.18; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.16; n2=43; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.07; n4=81; id5='t2b3+MT2300_1300MET500+'; r5=0.07; n5=71; id6='t1b2MT2650+MET750+'; r6=0.06; n6=31; id7='t2b3+MT21300+MET350_500'; r7=0.06; n7=75; id8='t2b1MT2450+MET600+'; r8=0.06; n8=54; id9='t1b3+MT21000_1500MET550+'; r9=0.05; n9=40.
X: nr=885; t='T1tttt'; mgl=1876.1; mstop=1000000.0; mlsp=653.8; id0='t2b3+MT21300+MET500+'; r0=0.23; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.13; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.13; n2=43; id3='t2b2MT2400+MET600+'; r3=0.09; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.05; n5=81; id6='t2b3+MT2300_1300MET500+'; r6=0.05; n6=71; id7='t2b1MT2450+MET600+'; r7=0.04; n7=54; id8='t2b3+MT21300+MET350_500'; r8=0.04; n8=75; id9='t1b3+MT21000_1500MET550+'; r9=0.03; n9=40.
X: nr=886; t='T1tttt'; mgl=1810.8; mstop=1000000.0; mlsp=549.3; id0='t2b3+MT21300+MET500+'; r0=0.30; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.20; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.19; n2=43; id3='t2b2MT2400+MET600+'; r3=0.11; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.08; n4=81; id5='t1b2MT2650+MET750+'; r5=0.07; n5=31; id6='t2b1MT2450+MET600+'; r6=0.07; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.06; n7=75; id8='t2b3+MT2300_1300MET500+'; r8=0.05; n8=71; id9='t1b3+MT21000_1500MET550+'; r9=0.04; n9=40.
X: nr=887; t='T2tt'; mgl=1000000.0; mstop=605.0; mlsp=265.4; id0='t2b2MT2400_500MET250_450'; r0=0.78; n0=63; id1='t2b2MT2300_400MET250_350'; r1=0.69; n1=60; id2='t1b2MT2350_450MET400_500'; r2=0.67; n2=21; id3='t2b1MT2300_450MET350_450'; r3=0.59; n3=50; id4='t2b1MT2300_450MET250_350'; r4=0.57; n4=49; id5='t2b2MT2300_400MET350_450'; r5=0.52; n5=61; id6='t1b2MT2200_350MET250_400'; r6=0.52; n6=15; id7='t1b2MT2200_350MET400_500'; r7=0.52; n7=16; id8='t1b1MT2400_550MET400_500'; r8=0.47; n8=3; id9='t2b1MT2300_450MET450_600'; r9=0.44; n9=51.
X: nr=888; t='T1tttt'; mgl=1804.0; mstop=1000000.0; mlsp=1036.2; id0='t2b3+MT2300_1300MET500+'; r0=0.19; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.12; n1=83; id2='t2b3+MT21300+MET500+'; r2=0.11; n2=76; id3='t2b3+MT2900_1300MET350_500'; r3=0.07; n3=73; id4='t2b2MT2400+MET600+'; r4=0.06; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.05; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.04; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.04; n8=81; id9='t1b3+MT21000_1500MET450_550'; r9=0.04; n9=39.
X: nr=889; t='T1tttt'; mgl=2056.6; mstop=1000000.0; mlsp=907.5; id0='t2b3+MT21300+MET500+'; r0=0.09; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.05; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.05; n2=43; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t2b1MT2450+MET600+'; r5=0.02; n5=54; id6='t2b3+MT2300_1300MET500+'; r6=0.02; n6=71; id7='t3+b2MT2300+MET400+'; r7=0.02; n7=81; id8='t1b3+MT21000_1500MET550+'; r8=0.01; n8=40; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=890; t='T2tt'; mgl=1000000.0; mstop=515.8; mlsp=308.1; id0='t2b2MT2200_300MET250_350'; r0=0.31; n0=55; id1='t1b2MT2200_350MET250_400'; r1=0.24; n1=15; id2='t2b2MT2200_300MET350_450'; r2=0.22; n2=56; id3='t1b2MT2200_350MET400_500'; r3=0.20; n3=16; id4='t2b1MT2200_300MET250_350'; r4=0.19; n4=44; id5='t2b2MT2200_300MET450_600'; r5=0.18; n5=58; id6='t2b2MT2300_400MET250_350'; r6=0.17; n6=60; id7='t2b1MT2200_300MET350_450'; r7=0.16; n7=45; id8='t2b1MT2300_450MET250_350'; r8=0.15; n8=49; id9='t1b3+MT2300_1000MET250_350'; r9=0.15; n9=32.
X: nr=891; t='T2tt'; mgl=1000000.0; mstop=836.0; mlsp=320.0; id0='t1b2MT2450_650MET500_600'; r0=0.37; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.34; n1=67; id2='t2b1MT2450+MET600+'; r2=0.30; n2=54; id3='t2b1MT2450+MET450_600'; r3=0.28; n3=53; id4='t2b2MT2400+MET600+'; r4=0.27; n4=65; id5='t1b2MT2450_650MET600_750'; r5=0.26; n5=28; id6='t1b2MT2450_650MET400_500'; r6=0.25; n6=26; id7='t2b2MT2400_500MET250_450'; r7=0.22; n7=63; id8='t1b1MT2550_750MET600_750'; r8=0.20; n8=9; id9='t1b2MT2350_450MET400_500'; r9=0.19; n9=21.
X: nr=892; t='T2tt'; mgl=1000000.0; mstop=1049.4; mlsp=497.6; id0='t2b1MT2450+MET600+'; r0=0.14; n0=54; id1='t2b2MT2400+MET600+'; r1=0.12; n1=65; id2='t1b2MT2450_650MET500_600'; r2=0.09; n2=27; id3='t2b2MT2500+MET450_600'; r3=0.08; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.08; n4=28; id5='t1b1MT2550_750MET600_750'; r5=0.07; n5=9; id6='t2b1MT2450+MET450_600'; r6=0.06; n6=53; id7='t1b2MT2650+MET600_750'; r7=0.06; n7=30; id8='t1b2MT2650+MET750+'; r8=0.06; n8=31; id9='t1b1MT2550_750MET750+'; r9=0.05; n9=10.
X: nr=893; t='T2tt'; mgl=1000000.0; mstop=1064.6; mlsp=356.4; id0='t2b1MT2450+MET600+'; r0=0.21; n0=54; id1='t2b2MT2400+MET600+'; r1=0.18; n1=65; id2='t1b2MT2650+MET750+'; r2=0.17; n2=31; id3='t1b1MT2750+MET750+'; r3=0.10; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.09; n4=30; id5='t2b2MT2500+MET450_600'; r5=0.07; n5=67; id6='t1b2MT2450_650MET500_600'; r6=0.07; n6=27; id7='t1b1MT2550_750MET750+'; r7=0.07; n7=10; id8='t1b2MT2450_650MET600_750'; r8=0.07; n8=28; id9='t1b1MT2550_750MET600_750'; r9=0.07; n9=9.
X: nr=894; t='T1tttt'; mgl=1891.8; mstop=1000000.0; mlsp=306.4; id0='t2b3+MT21300+MET500+'; r0=0.22; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.15; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.14; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.06; n4=81; id5='t1b2MT2650+MET750+'; r5=0.06; n5=31; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.03; n9=42.
X: nr=895; t='T2tt'; mgl=1000000.0; mstop=1024.6; mlsp=599.1; id0='t1b2MT2450_650MET500_600'; r0=0.08; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.06; n1=67; id2='t2b2MT2400+MET600+'; r2=0.06; n2=65; id3='t2b1MT2450+MET600+'; r3=0.05; n3=54; id4='t1b2MT2450_650MET400_500'; r4=0.05; n4=26; id5='t2b2MT2400_500MET250_450'; r5=0.05; n5=63; id6='t2b1MT2450+MET450_600'; r6=0.05; n6=53; id7='t1b2MT2350_450MET400_500'; r7=0.05; n7=21; id8='t1b2MT2450_650MET600_750'; r8=0.05; n8=28; id9='t1b2MT2350_450MET500_600'; r9=0.04; n9=22.
X: nr=896; t='T1tttt'; mgl=2159.6; mstop=1000000.0; mlsp=1222.6; id0='t2b3+MT21300+MET500+'; r0=0.04; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.03; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.02; n2=71; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.02; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.01; n5=40; id6='t2b3+MT21300+MET350_500'; r6=0.01; n6=75; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b1MT2450+MET600+'; r8=0.01; n8=54; id9='t1b2MT2650+MET750+'; r9=0.01; n9=31.
X: nr=897; t='T2tt'; mgl=1000000.0; mstop=1036.1; mlsp=169.8; id0='t2b1MT2450+MET600+'; r0=0.29; n0=54; id1='t1b2MT2650+MET750+'; r1=0.27; n1=31; id2='t2b2MT2400+MET600+'; r2=0.22; n2=65; id3='t1b1MT2750+MET750+'; r3=0.16; n3=14; id4='t1b1MT2550_750MET750+'; r4=0.10; n4=10; id5='t1b2MT2650+MET600_750'; r5=0.10; n5=30; id6='t1b1MT2550_750MET600_750'; r6=0.09; n6=9; id7='t1b2MT2450_650MET500_600'; r7=0.09; n7=27; id8='t1b2MT2450_650MET600_750'; r8=0.08; n8=28; id9='t1b2MT2200_650MET750+'; r9=0.08; n9=19.
