X: nr=35; t='T1tttt'; mgl=1828.4; mstop=1000000.0; mlsp=836.7; id0='t2b3+MT21300+MET500+'; r0=0.21; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.15; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.11; n2=71; id3='t1b3+MT21500+MET550+'; r3=0.10; n3=43; id4='t2b2MT2400+MET600+'; r4=0.09; n4=65; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t1b3+MT21000_1500MET550+'; r6=0.05; n6=40; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t2b1MT2450+MET600+'; r8=0.05; n8=54; id9='t1b2MT2650+MET750+'; r9=0.04; n9=31.
X: nr=36; t='T1tttt'; mgl=2153.0; mstop=1000000.0; mlsp=461.7; id0='t2b3+MT21300+MET500+'; r0=0.06; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.05; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.04; n2=83; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=37; t='T1tttt'; mgl=1822.1; mstop=1000000.0; mlsp=189.1; id0='t2b3+MT21300+MET500+'; r0=0.31; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.21; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.20; n2=43; id3='t2b2MT2400+MET600+'; r3=0.11; n3=65; id4='t1b2MT2650+MET750+'; r4=0.08; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.08; n5=81; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.04; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.04; n9=42.
X: nr=38; t='T2tt'; mgl=1000000.0; mstop=557.9; mlsp=328.6; id0='t1b2MT2200_350MET250_400'; r0=0.27; n0=15; id1='t2b2MT2300_400MET250_350'; r1=0.27; n1=60; id2='t2b2MT2200_300MET250_350'; r2=0.26; n2=55; id3='t2b1MT2300_450MET250_350'; r3=0.22; n3=49; id4='t1b2MT2200_350MET400_500'; r4=0.21; n4=16; id5='t1b3+MT2300_1000MET250_350'; r5=0.18; n5=32; id6='t2b2MT2300_400MET350_450'; r6=0.18; n6=61; id7='t2b1MT2300_450MET450_600'; r7=0.18; n7=51; id8='t2b2MT2200_300MET350_450'; r8=0.18; n8=56; id9='t2b1MT2200_300MET250_350'; r9=0.16; n9=44.
X: nr=39; t='T2tt'; mgl=1000000.0; mstop=846.1; mlsp=357.6; id0='t1b2MT2450_650MET500_600'; r0=0.33; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.30; n1=67; id2='t2b1MT2450+MET450_600'; r2=0.24; n2=53; id3='t2b1MT2450+MET600+'; r3=0.23; n3=54; id4='t2b2MT2400+MET600+'; r4=0.22; n4=65; id5='t1b2MT2450_650MET400_500'; r5=0.22; n5=26; id6='t1b2MT2450_650MET600_750'; r6=0.20; n6=28; id7='t2b2MT2400_500MET250_450'; r7=0.18; n7=63; id8='t1b2MT2350_450MET400_500'; r8=0.17; n8=21; id9='t1b1MT2550_750MET600_750'; r9=0.16; n9=9.
X: nr=40; t='T1tttt'; mgl=1910.4; mstop=1000000.0; mlsp=808.7; id0='t2b3+MT21300+MET500+'; r0=0.17; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.10; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.09; n2=43; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t2b3+MT2300_1300MET500+'; r4=0.05; n4=71; id5='t1b2MT2650+MET750+'; r5=0.05; n5=31; id6='t3+b2MT2300+MET400+'; r6=0.04; n6=81; id7='t1b3+MT21000_1500MET550+'; r7=0.04; n7=40; id8='t2b1MT2450+MET600+'; r8=0.03; n8=54; id9='t2b3+MT21300+MET350_500'; r9=0.03; n9=75.
X: nr=41; t='T2tt'; mgl=1000000.0; mstop=879.3; mlsp=404.1; id0='t1b2MT2450_650MET500_600'; r0=0.25; n0=27; id1='t2b1MT2450+MET600+'; r1=0.22; n1=54; id2='t2b2MT2500+MET450_600'; r2=0.20; n2=67; id3='t2b2MT2400+MET600+'; r3=0.18; n3=65; id4='t2b1MT2450+MET450_600'; r4=0.18; n4=53; id5='t1b2MT2450_650MET600_750'; r5=0.16; n5=28; id6='t1b2MT2450_650MET400_500'; r6=0.16; n6=26; id7='t2b2MT2400_500MET250_450'; r7=0.15; n7=63; id8='t1b2MT2350_450MET400_500'; r8=0.12; n8=21; id9='t1b1MT2400_550MET500_600'; r9=0.12; n9=4.
X: nr=42; t='T1tttt'; mgl=1946.5; mstop=1000000.0; mlsp=41.2; id0='t2b3+MT21300+MET500+'; r0=0.22; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.15; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.13; n2=83; id3='t2b2MT2400+MET600+'; r3=0.08; n3=65; id4='t1b2MT2650+MET750+'; r4=0.06; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.05; n5=81; id6='t2b1MT2450+MET600+'; r6=0.05; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.04; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t3+b1MT2300+MET350+'; r9=0.03; n9=78.
X: nr=43; t='T1tttt'; mgl=1829.1; mstop=1000000.0; mlsp=105.5; id0='t2b3+MT21300+MET500+'; r0=0.30; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.20; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.19; n2=83; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.08; n4=81; id5='t1b2MT2650+MET750+'; r5=0.07; n5=31; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t1b3+MT21500+MET350_550'; r8=0.04; n8=42; id9='t1b2MT2200_650MET750+'; r9=0.04; n9=19.
X: nr=44; t='T1tttt'; mgl=1932.5; mstop=1000000.0; mlsp=927.5; id0='t2b3+MT21300+MET500+'; r0=0.13; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.09; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.06; n2=43; id3='t2b3+MT2300_1300MET500+'; r3=0.06; n3=71; id4='t2b2MT2400+MET600+'; r4=0.05; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.04; n5=40; id6='t1b2MT2650+MET750+'; r6=0.03; n6=31; id7='t3+b2MT2300+MET400+'; r7=0.03; n7=81; id8='t2b3+MT21300+MET350_500'; r8=0.03; n8=75; id9='t2b1MT2450+MET600+'; r9=0.03; n9=54.
X: nr=45; t='T1tttt'; mgl=1990.4; mstop=1000000.0; mlsp=345.0; id0='t2b3+MT21300+MET500+'; r0=0.14; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.10; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.08; n2=83; id3='t2b2MT2400+MET600+'; r3=0.05; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t3+b1MT2300+MET350+'; r9=0.02; n9=78.
X: nr=46; t='T2tt'; mgl=1000000.0; mstop=1018.0; mlsp=610.3; id0='t1b2MT2450_650MET500_600'; r0=0.07; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.06; n1=67; id2='t1b2MT2450_650MET400_500'; r2=0.06; n2=26; id3='t2b2MT2400_500MET250_450'; r3=0.05; n3=63; id4='t1b2MT2350_450MET400_500'; r4=0.05; n4=21; id5='t2b2MT2400+MET600+'; r5=0.05; n5=65; id6='t2b1MT2450+MET450_600'; r6=0.05; n6=53; id7='t2b1MT2450+MET600+'; r7=0.04; n7=54; id8='t1b2MT2350_450MET500_600'; r8=0.04; n8=22; id9='t1b1MT2400_550MET400_500'; r9=0.04; n9=3.
X: nr=47; t='T1tttt'; mgl=2111.1; mstop=1000000.0; mlsp=616.4; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.05; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.01; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.01; n8=19; id9='t3+b1MT2300+MET350+'; r9=0.01; n9=78.
X: nr=48; t='T1tttt'; mgl=1842.7; mstop=1000000.0; mlsp=786.3; id0='t2b3+MT21300+MET500+'; r0=0.22; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.15; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.11; n2=43; id3='t2b3+MT2300_1300MET500+'; r3=0.09; n3=71; id4='t2b2MT2400+MET600+'; r4=0.08; n4=65; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t1b3+MT21000_1500MET550+'; r6=0.05; n6=40; id7='t1b2MT2650+MET750+'; r7=0.05; n7=31; id8='t2b1MT2450+MET600+'; r8=0.05; n8=54; id9='t2b3+MT21300+MET350_500'; r9=0.04; n9=75.
X: nr=49; t='T1tttt'; mgl=1849.6; mstop=1000000.0; mlsp=965.2; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t2b3+MT2300_1300MET500+'; r1=0.13; n1=71; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.06; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.06; n5=40; id6='t2b3+MT21300+MET350_500'; r6=0.04; n6=75; id7='t2b3+MT2900_1300MET350_500'; r7=0.04; n7=73; id8='t3+b2MT2300+MET400+'; r8=0.04; n8=81; id9='t1b2MT2650+MET750+'; r9=0.03; n9=31.
X: nr=50; t='T1tttt'; mgl=2066.6; mstop=1000000.0; mlsp=258.7; id0='t2b3+MT21300+MET500+'; r0=0.10; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.07; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=51; t='T2tt'; mgl=1000000.0; mstop=421.9; mlsp=192.5; id0='t2b2MT2200_300MET250_350'; r0=0.95; n0=55; id1='t1b2MT2200_350MET250_400'; r1=0.76; n1=15; id2='t2b2MT2300_400MET250_350'; r2=0.56; n2=60; id3='t2b1MT2200_300MET250_350'; r3=0.54; n3=44; id4='t2b1MT2300_450MET250_350'; r4=0.47; n4=49; id5='t1b3+MT2300_1000MET250_350'; r5=0.45; n5=32; id6='t1b2MT2200_350MET400_500'; r6=0.44; n6=16; id7='t2b2MT2200_300MET350_450'; r7=0.44; n7=56; id8='t2b1MT2200_300MET350_450'; r8=0.42; n8=45; id9='t1b1MT2300_400MET250_400'; r9=0.38; n9=46.
X: nr=52; t='T1tttt'; mgl=1912.6; mstop=1000000.0; mlsp=850.3; id0='t2b3+MT21300+MET500+'; r0=0.16; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.09; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.08; n2=43; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t2b3+MT2300_1300MET500+'; r4=0.05; n4=71; id5='t1b2MT2650+MET750+'; r5=0.04; n5=31; id6='t3+b2MT2300+MET400+'; r6=0.04; n6=81; id7='t1b3+MT21000_1500MET550+'; r7=0.04; n7=40; id8='t2b3+MT21300+MET350_500'; r8=0.03; n8=75; id9='t2b1MT2450+MET600+'; r9=0.03; n9=54.
X: nr=53; t='T1tttt'; mgl=1941.9; mstop=1000000.0; mlsp=1124.4; id0='t2b3+MT2300_1300MET500+'; r0=0.09; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.07; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.03; n4=40; id5='t2b3+MT2900_1300MET350_500'; r5=0.03; n5=73; id6='t1b3+MT21500+MET550+'; r6=0.02; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.02; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.02; n8=81; id9='t2b1MT2450+MET600+'; r9=0.02; n9=54.
X: nr=54; t='T1tttt'; mgl=1889.9; mstop=1000000.0; mlsp=953.7; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.10; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.09; n2=71; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.06; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.04; n5=40; id6='t3+b2MT2300+MET400+'; r6=0.04; n6=81; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t1b2MT2650+MET750+'; r8=0.03; n8=31; id9='t2b1MT2450+MET600+'; r9=0.03; n9=54.
X: nr=55; t='T1tttt'; mgl=1872.0; mstop=1000000.0; mlsp=1234.2; id0='t2b3+MT2300_1300MET500+'; r0=0.10; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.06; n1=83; id2='t2b3+MT2900_1300MET350_500'; r2=0.05; n2=73; id3='t2b3+MT21300+MET500+'; r3=0.04; n3=76; id4='t2b3+MT2300_900MET350_500'; r4=0.03; n4=70; id5='t2b3+MT2900_1300MET250_350'; r5=0.02; n5=72; id6='t3+b2MT2300+MET400+'; r6=0.02; n6=81; id7='t1b3+MT21000_1500MET450_550'; r7=0.02; n7=39; id8='t3+b3+MT2300+MET250_350'; r8=0.02; n8=82; id9='t1b3+MT21000_1500MET550+'; r9=0.02; n9=40.
X: nr=56; t='T2tt'; mgl=1000000.0; mstop=438.5; mlsp=121.2; id0='t2b2MT2300_400MET250_350'; r0=2.70; n0=60; id1='t1b2MT2200_350MET250_400'; r1=2.30; n1=15; id2='t2b1MT2300_450MET250_350'; r2=2.13; n2=49; id3='t2b2MT2300_400MET350_450'; r3=1.39; n3=61; id4='t1b3+MT2300_1000MET250_350'; r4=1.30; n4=32; id5='t1b1MT2300_400MET250_400'; r5=1.28; n5=46; id6='t1b2MT2200_350MET400_500'; r6=1.13; n6=16; id7='t2b1MT2300_450MET350_450'; r7=1.12; n7=50; id8='t2b2MT2200_300MET250_350'; r8=1.12; n8=55; id9='t2b2MT2400_500MET250_450'; r9=0.87; n9=63.
X: nr=57; t='T2tt'; mgl=1000000.0; mstop=676.2; mlsp=341.4; id0='t2b2MT2400_500MET250_450'; r0=0.44; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.39; n1=21; id2='t2b2MT2300_400MET250_350'; r2=0.34; n2=60; id3='t1b1MT2400_550MET400_500'; r3=0.30; n3=3; id4='t2b1MT2300_450MET350_450'; r4=0.29; n4=50; id5='t2b2MT2300_400MET350_450'; r5=0.27; n5=61; id6='t2b1MT2300_450MET250_350'; r6=0.27; n6=49; id7='t1b2MT2200_350MET400_500'; r7=0.27; n7=16; id8='t1b2MT2200_350MET250_400'; r8=0.25; n8=15; id9='t1b2MT2450_650MET400_500'; r9=0.21; n9=26.
X: nr=58; t='T1tttt'; mgl=2099.8; mstop=1000000.0; mlsp=237.3; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=59; t='T1tttt'; mgl=2013.7; mstop=1000000.0; mlsp=1274.2; id0='t2b3+MT2300_1300MET500+'; r0=0.07; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.04; n1=83; id2='t2b3+MT21300+MET500+'; r2=0.03; n2=76; id3='t2b3+MT2900_1300MET350_500'; r3=0.02; n3=73; id4='t2b2MT2400+MET600+'; r4=0.02; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.02; n5=40; id6='t3+b2MT2300+MET400+'; r6=0.01; n6=81; id7='t1b3+MT21500+MET550+'; r7=0.01; n7=43; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t2b1MT2450+MET600+'; r9=0.01; n9=54.
X: nr=60; t='T1tttt'; mgl=1872.3; mstop=1000000.0; mlsp=1379.8; id0='t2b3+MT2900_1300MET350_500'; r0=0.02; n0=73; id1='t3+b3+MT2300+MET350+'; r1=0.02; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.02; n2=71; id3='t2b3+MT2300_900MET350_500'; r3=0.02; n3=70; id4='t2b3+MT2300_900MET250_350'; r4=0.02; n4=69; id5='t3+b3+MT2300+MET250_350'; r5=0.02; n5=82; id6='t2b3+MT21300+MET500+'; r6=0.02; n6=76; id7='t2b3+MT2900_1300MET250_350'; r7=0.01; n7=72; id8='t1b3+MT2300_1000MET350_450'; r8=0.01; n8=33; id9='t1b3+MT2300_1000MET250_350'; r9=0.01; n9=32.
X: nr=61; t='T2tt'; mgl=1000000.0; mstop=805.5; mlsp=470.5; id0='t2b2MT2400_500MET250_450'; r0=0.19; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.16; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.12; n2=3; id3='t2b2MT2300_400MET250_350'; r3=0.12; n3=60; id4='t1b2MT2450_650MET400_500'; r4=0.10; n4=26; id5='t2b1MT2300_450MET250_350'; r5=0.10; n5=49; id6='t2b1MT2300_450MET350_450'; r6=0.10; n6=50; id7='t2b2MT2400_500MET450_600'; r7=0.09; n7=64; id8='t2b2MT2500+MET450_600'; r8=0.09; n8=67; id9='t1b2MT2200_350MET400_500'; r9=0.09; n9=16.
X: nr=62; t='T2tt'; mgl=1000000.0; mstop=1001.9; mlsp=212.9; id0='t2b1MT2450+MET600+'; r0=0.38; n0=54; id1='t1b2MT2650+MET750+'; r1=0.28; n1=31; id2='t2b2MT2400+MET600+'; r2=0.26; n2=65; id3='t1b1MT2750+MET750+'; r3=0.16; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.13; n4=30; id5='t1b2MT2450_650MET500_600'; r5=0.12; n5=27; id6='t1b1MT2550_750MET750+'; r6=0.12; n6=10; id7='t2b2MT2500+MET450_600'; r7=0.11; n7=67; id8='t1b1MT2550_750MET600_750'; r8=0.10; n8=9; id9='t2b1MT2450+MET450_600'; r9=0.10; n9=53.
X: nr=63; t='T2tt'; mgl=1000000.0; mstop=1060.3; mlsp=659.2; id0='t1b2MT2450_650MET500_600'; r0=0.05; n0=27; id1='t1b2MT2450_650MET400_500'; r1=0.05; n1=26; id2='t2b1MT2450+MET600+'; r2=0.05; n2=54; id3='t2b2MT2500+MET450_600'; r3=0.04; n3=67; id4='t2b1MT2450+MET450_600'; r4=0.04; n4=53; id5='t2b2MT2400_500MET250_450'; r5=0.04; n5=63; id6='t1b2MT2350_450MET400_500'; r6=0.04; n6=21; id7='t1b1MT2400_550MET400_500'; r7=0.03; n7=3; id8='t2b3+MT2300_1300MET500+'; r8=0.03; n8=71; id9='t1b2MT2350_450MET500_600'; r9=0.03; n9=22.
X: nr=64; t='T2tt'; mgl=1000000.0; mstop=750.4; mlsp=335.3; id0='t1b2MT2450_650MET400_500'; r0=0.39; n0=26; id1='t2b2MT2400_500MET250_450'; r1=0.39; n1=63; id2='t1b2MT2450_650MET500_600'; r2=0.38; n2=27; id3='t1b2MT2350_450MET400_500'; r3=0.36; n3=21; id4='t2b2MT2500+MET450_600'; r4=0.33; n4=67; id5='t1b1MT2400_550MET400_500'; r5=0.31; n5=3; id6='t2b1MT2450+MET450_600'; r6=0.27; n6=53; id7='t2b2MT2400_500MET450_600'; r7=0.26; n7=64; id8='t1b1MT2400_550MET500_600'; r8=0.24; n8=4; id9='t1b2MT2200_350MET400_500'; r9=0.22; n9=16.
X: nr=65; t='T1tttt'; mgl=1951.9; mstop=1000000.0; mlsp=1362.6; id0='t2b3+MT2300_1300MET500+'; r0=0.05; n0=71; id1='t2b3+MT2900_1300MET350_500'; r1=0.03; n1=73; id2='t3+b3+MT2300+MET350+'; r2=0.03; n2=83; id3='t2b3+MT2300_900MET350_500'; r3=0.02; n3=70; id4='t2b3+MT21300+MET500+'; r4=0.02; n4=76; id5='t2b3+MT2900_1300MET250_350'; r5=0.01; n5=72; id6='t3+b2MT2300+MET400+'; r6=0.01; n6=81; id7='t3+b3+MT2300+MET250_350'; r7=0.01; n7=82; id8='t1b3+MT2300_1000MET450_550'; r8=0.01; n8=34; id9='t2b2MT2500+MET450_600'; r9=0.01; n9=67.
X: nr=66; t='T1tttt'; mgl=2137.8; mstop=1000000.0; mlsp=1396.8; id0='t2b3+MT2300_1300MET500+'; r0=0.04; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.02; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.02; n2=83; id3='t2b3+MT2900_1300MET350_500'; r3=0.01; n3=73; id4='t1b3+MT21000_1500MET550+'; r4=0.01; n4=40; id5='t2b2MT2400+MET600+'; r5=0.01; n5=65; id6='t3+b2MT2300+MET400+'; r6=0.01; n6=81; id7='t1b3+MT21500+MET550+'; r7=0.01; n7=43; id8='t1b3+MT21000_1500MET450_550'; r8=0.01; n8=39; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=67; t='T1tttt'; mgl=2037.9; mstop=1000000.0; mlsp=1099.2; id0='t2b3+MT21300+MET500+'; r0=0.07; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.05; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.04; n2=71; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.03; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.02; n5=40; id6='t3+b2MT2300+MET400+'; r6=0.02; n6=81; id7='t1b2MT2650+MET750+'; r7=0.02; n7=31; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t2b1MT2450+MET600+'; r9=0.01; n9=54.
X: nr=68; t='T2tt'; mgl=1000000.0; mstop=669.5; mlsp=268.1; id0='t2b2MT2400_500MET250_450'; r0=0.77; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.69; n1=21; id2='t1b1MT2400_550MET400_500'; r2=0.56; n2=3; id3='t1b2MT2450_650MET400_500'; r3=0.56; n3=26; id4='t1b2MT2350_450MET500_600'; r4=0.48; n4=22; id5='t1b2MT2450_650MET500_600'; r5=0.46; n5=27; id6='t2b1MT2300_450MET350_450'; r6=0.45; n6=50; id7='t2b2MT2300_400MET250_350'; r7=0.40; n7=60; id8='t2b1MT2450+MET250_450'; r8=0.38; n8=52; id9='t2b2MT2400_500MET450_600'; r9=0.36; n9=64.
X: nr=69; t='T1tttt'; mgl=2133.1; mstop=1000000.0; mlsp=1327.4; id0='t2b3+MT2300_1300MET500+'; r0=0.03; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.03; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.02; n2=83; id3='t2b2MT2400+MET600+'; r3=0.01; n3=65; id4='t2b3+MT2900_1300MET350_500'; r4=0.01; n4=73; id5='t1b3+MT21000_1500MET550+'; r5=0.01; n5=40; id6='t1b3+MT21500+MET550+'; r6=0.01; n6=43; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b1MT2450+MET600+'; r8=0.01; n8=54; id9='t1b3+MT21000_1500MET450_550'; r9=0.01; n9=39.
X: nr=70; t='T2tt'; mgl=1000000.0; mstop=585.8; mlsp=224.5; id0='t2b2MT2400_500MET250_450'; r0=1.05; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.91; n1=21; id2='t2b2MT2300_400MET250_350'; r2=0.87; n2=60; id3='t2b1MT2300_450MET350_450'; r3=0.71; n3=50; id4='t2b1MT2300_450MET250_350'; r4=0.68; n4=49; id5='t1b1MT2400_550MET400_500'; r5=0.68; n5=3; id6='t2b2MT2300_400MET350_450'; r6=0.67; n6=61; id7='t1b2MT2200_350MET400_500'; r7=0.65; n7=16; id8='t1b2MT2200_350MET250_400'; r8=0.63; n8=15; id9='t1b2MT2450_650MET400_500'; r9=0.55; n9=26.
X: nr=71; t='T2tt'; mgl=1000000.0; mstop=742.7; mlsp=281.3; id0='t1b2MT2450_650MET500_600'; r0=0.52; n0=27; id1='t2b2MT2500+MET450_600'; r1=0.49; n1=67; id2='t2b2MT2400_500MET250_450'; r2=0.48; n2=63; id3='t2b1MT2450+MET600+'; r3=0.42; n3=54; id4='t1b2MT2450_650MET400_500'; r4=0.42; n4=26; id5='t2b1MT2450+MET450_600'; r5=0.40; n5=53; id6='t1b2MT2350_450MET400_500'; r6=0.40; n6=21; id7='t1b1MT2400_550MET400_500'; r7=0.37; n7=3; id8='t1b1MT2400_550MET500_600'; r8=0.33; n8=4; id9='t2b1MT2450+MET250_450'; r9=0.30; n9=52.
X: nr=72; t='T2tt'; mgl=1000000.0; mstop=849.6; mlsp=505.7; id0='t1b2MT2350_450MET400_500'; r0=0.13; n0=21; id1='t2b2MT2400_500MET250_450'; r1=0.13; n1=63; id2='t1b2MT2450_650MET400_500'; r2=0.09; n2=26; id3='t1b1MT2400_550MET400_500'; r3=0.09; n3=3; id4='t2b1MT2300_450MET350_450'; r4=0.08; n4=50; id5='t2b2MT2500+MET450_600'; r5=0.08; n5=67; id6='t1b2MT2350_450MET500_600'; r6=0.08; n6=22; id7='t1b2MT2200_350MET400_500'; r7=0.08; n7=16; id8='t2b1MT2300_450MET250_350'; r8=0.07; n8=49; id9='t2b2MT2300_400MET250_350'; r9=0.07; n9=60.
